tc   x    zmpx    ubx   lbx   y    zmpy    uby   lby
3.16  -0.0277993  -0.0667731  -0.15  0.15  0.789377  0.836034  0.5  1
3.17  -0.0308878  -0.0727629  -0.15  0.15  0.794322  0.84366  0.5  1
3.18  -0.0338727  -0.0780109  -0.15  0.15  0.799145  0.850369  0.5  1
3.19  -0.0367488  -0.0825705  -0.15  -0.05  0.803843  0.856294  0.8  1
3.2  -0.0395122  -0.0864994  -0.15  -0.05  0.808411  0.861552  0.8  1
3.21  -0.0421601  -0.0898545  -0.15  -0.05  0.81285  0.866243  0.8  1
3.22  -0.0446912  -0.0926905  -0.15  -0.05  0.817157  0.870446  0.8  1
3.23  -0.0471047  -0.0950602  -0.15  -0.05  0.821335  0.874229  0.8  1
3.24  -0.0494009  -0.0970135  -0.15  -0.05  0.825383  0.877648  0.8  1
3.25  -0.0515809  -0.0985972  -0.15  -0.05  0.829304  0.880748  0.8  1
3.26  -0.0536461  -0.0998554  -0.15  -0.05  0.833099  0.883567  0.8  1
3.27  -0.0555986  -0.100829  -0.15  -0.05  0.83677  0.886136  0.8  1
3.28  -0.0574409  -0.101555  -0.15  -0.05  0.840322  0.888481  0.8  1
3.29  -0.0591757  -0.102068  -0.15  -0.05  0.843756  0.890624  0.8  1
3.3  -0.0608061  -0.102399  -0.15  -0.05  0.847077  0.892581  0.8  1
3.31  -0.0623352  -0.102578  -0.15  -0.05  0.850286  0.894368  0.8  1
3.32  -0.0637664  -0.102629  -0.15  -0.05  0.853388  0.895997  0.8  1
3.33  -0.0651031  -0.102575  -0.15  -0.05  0.856386  0.897479  0.8  1
3.34  -0.0663487  -0.102438  -0.15  -0.05  0.859285  0.898824  0.8  1
3.35  -0.0675065  -0.102235  -0.15  -0.05  0.862087  0.900039  0.8  1
3.36  -0.0685799  -0.101982  -0.15  -0.05  0.864798  0.901132  0.8  1
3.37  -0.069572  -0.101694  -0.15  -0.05  0.86742  0.902109  0.8  1
3.38  -0.0704861  -0.101382  -0.15  -0.05  0.869958  0.902976  0.8  1
3.39  -0.071325  -0.101057  -0.15  -0.05  0.872415  0.903739  0.8  1
3.4  -0.0720916  -0.100729  -0.15  -0.05  0.874797  0.904403  0.8  1
3.41  -0.0727885  -0.100405  -0.15  -0.05  0.877108  0.904973  0.8  1
3.42  -0.0734182  -0.10009  -0.15  -0.05  0.879351  0.905453  0.8  1
3.43  -0.0739829  -0.0997915  -0.15  -0.05  0.88153  0.905849  0.8  1
3.44  -0.0744848  -0.0995126  -0.15  -0.05  0.883651  0.906165  0.8  1
3.45  -0.0749257  -0.0992567  -0.15  -0.05  0.885718  0.906405  0.8  1
3.46  -0.0753073  -0.0990267  -0.15  -0.05  0.887735  0.906574  0.8  1
3.47  -0.075631  -0.0988241  -0.15  -0.05  0.889707  0.906676  0.8  1
3.48  -0.0758981  -0.0986504  -0.15  -0.05  0.891638  0.906715  0.8  1
3.49  -0.0761096  -0.0985061  -0.15  -0.05  0.893533  0.906697  0.8  1
3.5  -0.0762663  -0.0983913  -0.15  -0.05  0.895397  0.906624  0.8  1
3.51  -0.0763689  -0.0983059  -0.15  -0.05  0.897235  0.906502  0.8  1
3.52  -0.0764178  -0.0982491  -0.15  -0.05  0.89905  0.906334  0.8  1
3.53  -0.0764133  -0.0982198  -0.15  -0.05  0.900849  0.906125  0.8  1
3.54  -0.0763552  -0.0982167  -0.15  -0.05  0.902636  0.905879  0.8  1
3.55  -0.0762435  -0.0982381  -0.15  -0.05  0.904416  0.905601  0.8  1
3.56  -0.0760778  -0.0982821  -0.15  -0.05  0.906194  0.905295  0.8  1
3.57  -0.0758575  -0.0983465  -0.15  -0.05  0.907975  0.904965  0.8  1
3.58  -0.075582  -0.0984287  -0.15  -0.05  0.909765  0.904616  0.8  1
3.59  -0.0752502  -0.0985261  -0.15  -0.05  0.911568  0.904253  0.8  1
3.6  -0.0748612  -0.0986356  -0.15  -0.05  0.913391  0.903881  0.8  1
3.61  -0.0744136  -0.098754  -0.15  -0.05  0.915237  0.903506  0.8  1
3.62  -0.0739061  -0.0988775  -0.15  -0.05  0.917114  0.903133  0.8  1
3.63  -0.0733371  -0.0990024  -0.15  -0.05  0.919026  0.902767  0.8  1
3.64  -0.0727047  -0.0991243  -0.15  -0.05  0.920979  0.902416  0.8  1
3.65  -0.0720073  -0.0992386  -0.15  -0.05  0.922979  0.902087  0.8  1
3.66  -0.0712427  -0.0993399  -0.15  -0.05  0.925031  0.901786  0.8  1
3.67  -0.0704088  -0.0994228  -0.15  -0.05  0.927141  0.901523  0.8  1
3.68  -0.0695033  -0.0994809  -0.15  -0.05  0.929315  0.901306  0.8  1
3.69  -0.0685239  -0.0995073  -0.15  -0.05  0.931558  0.901146  0.8  1
3.7  -0.067468  -0.0994943  -0.15  -0.05  0.933878  0.901053  0.8  1
3.71  -0.0663332  -0.0994336  -0.15  -0.05  0.936279  0.901041  0.8  1
3.72  -0.0651167  -0.0993156  -0.15  -0.05  0.938768  0.901122  0.8  1
3.73  -0.0638159  -0.0991298  -0.15  -0.05  0.94135  0.901313  0.8  1
3.74  -0.062428  -0.0988646  -0.15  -0.05  0.944031  0.90163  0.8  1
3.75  -0.0609503  -0.098507  -0.15  -0.05  0.946817  0.902093  0.8  1
3.76  -0.0593801  -0.0980422  -0.15  -0.05  0.949714  0.902723  0.8  1
3.77  -0.0577146  -0.0974541  -0.15  -0.05  0.952727  0.903544  0.8  1
3.78  -0.0559512  -0.0967244  -0.15  -0.05  0.955862  0.904584  0.8  1
3.79  -0.0540875  -0.0958329  -0.15  -0.05  0.959123  0.905872  0.8  1
3.8  -0.0521211  -0.0947568  -0.15  -0.05  0.962516  0.907442  0.8  1
3.81  -0.0500498  -0.0934706  -0.15  -0.05  0.966044  0.909332  0.8  1
3.82  -0.0478719  -0.0919459  -0.15  -0.05  0.969712  0.911584  0.8  1
3.83  -0.0455858  -0.0901509  -0.15  -0.05  0.973522  0.914246  0.8  1
3.84  -0.0431904  -0.0880502  -0.15  -0.05  0.977479  0.91737  0.8  1
3.85  -0.0406851  -0.085604  -0.15  -0.05  0.981582  0.921016  0.8  1
3.86  -0.03807  -0.0827681  -0.15  -0.05  0.985834  0.925251  0.8  1
3.87  -0.0353456  -0.079493  -0.15  -0.05  0.990235  0.930147  0.8  1
3.88  -0.0325136  -0.0757234  -0.15  -0.05  0.994781  0.935788  0.8  1
3.89  -0.0295766  -0.0713977  -0.15  0.15  0.999471  0.942266  0.8  1.3
3.9  -0.0265381  -0.0664472  -0.15  0.15  1.0043  0.949683  0.8  1.3
3.91  -0.0234032  -0.0608009  -0.15  0.15  1.00926  0.958145  0.8  1.3
3.92  -0.0201783  -0.0544079  -0.15  0.15  1.01434  0.967712  0.8  1.3
3.93  -0.0168716  -0.0472575  -0.15  0.15  1.01954  0.978373  0.8  1.3
3.94  -0.0134927  -0.0393879  -0.15  0.15  1.02483  0.990029  0.8  1.3
3.95  -0.0100531  -0.0308849  -0.15  0.15  1.03021  1.00251  0.8  1.3
3.96  -0.00656515  -0.0218684  -0.15  0.15  1.03565  1.01559  0.8  1.3
3.97  -0.00304269  -0.0124704  -0.15  0.15  1.04113  1.02905  0.8  1.3
3.98  0.000499833  -0.00282458  -0.15  0.15  1.04664  1.0427  0.8  1.3
3.99  0.00404744  0.00693363  -0.15  0.15  1.05215  1.05633  0.8  1.3
4  0.00758494  0.0166664  -0.15  0.15  1.05765  1.06975  0.8  1.3
4.01  0.0110973  0.0262331  -0.15  0.15  1.06312  1.08278  0.8  1.3
4.02  0.0145697  0.0354892  -0.15  0.15  1.06854  1.09523  0.8  1.3
4.03  0.0179883  0.044289  -0.15  0.15  1.07388  1.10692  0.8  1.3
4.04  0.0213403  0.0524986  -0.15  0.15  1.07915  1.11767  0.8  1.3
4.05  0.0246139  0.0600137  -0.15  0.15  1.08432  1.12739  0.8  1.3
4.06  0.0277992  0.066773  -0.15  0.15  1.08938  1.13603  0.8  1.3
4.07  0.0308877  0.0727629  -0.15  0.15  1.09432  1.14366  0.8  1.3
4.08  0.0338726  0.0780109  -0.15  0.15  1.09914  1.15037  0.8  1.3
4.09  0.0367487  0.0825705  0.05  0.15  1.10384  1.15629  1.1  1.3
4.1  0.039512  0.0864994  0.05  0.15  1.10841  1.16155  1.1  1.3
4.11  0.04216  0.0898544  0.05  0.15  1.11285  1.16624  1.1  1.3
4.12  0.044691  0.0926905  0.05  0.15  1.11716  1.17045  1.1  1.3
4.13  0.0471046  0.0950602  0.05  0.15  1.12133  1.17423  1.1  1.3
4.14  0.0494008  0.0970134  0.05  0.15  1.12538  1.17765  1.1  1.3
4.15  0.0515808  0.0985972  0.05  0.15  1.1293  1.18075  1.1  1.3
4.16  0.053646  0.0998554  0.05  0.15  1.1331  1.18357  1.1  1.3
4.17  0.0555985  0.100829  0.05  0.15  1.13677  1.18614  1.1  1.3
4.18  0.0574408  0.101555  0.05  0.15  1.14032  1.18848  1.1  1.3
4.19  0.0591756  0.102068  0.05  0.15  1.14376  1.19062  1.1  1.3
4.2  0.060806  0.102399  0.05  0.15  1.14708  1.19258  1.1  1.3
4.21  0.0623351  0.102578  0.05  0.15  1.15029  1.19437  1.1  1.3
4.22  0.0637663  0.102629  0.05  0.15  1.15339  1.196  1.1  1.3
4.23  0.065103  0.102575  0.05  0.15  1.15639  1.19748  1.1  1.3
4.24  0.0663486  0.102438  0.05  0.15  1.15928  1.19882  1.1  1.3
4.25  0.0675064  0.102235  0.05  0.15  1.16209  1.20004  1.1  1.3
4.26  0.0685798  0.101982  0.05  0.15  1.1648  1.20113  1.1  1.3
4.27  0.069572  0.101694  0.05  0.15  1.16742  1.20211  1.1  1.3
4.28  0.070486  0.101382  0.05  0.15  1.16996  1.20298  1.1  1.3
4.29  0.0713249  0.101057  0.05  0.15  1.17242  1.20374  1.1  1.3
4.3  0.0720915  0.100729  0.05  0.15  1.1748  1.2044  1.1  1.3
4.31  0.0727884  0.100405  0.05  0.15  1.17711  1.20497  1.1  1.3
4.32  0.0734181  0.10009  0.05  0.15  1.17935  1.20545  1.1  1.3
4.33  0.0739829  0.0997915  0.05  0.15  1.18153  1.20585  1.1  1.3
4.34  0.0744848  0.0995125  0.05  0.15  1.18365  1.20616  1.1  1.3
4.35  0.0749257  0.0992567  0.05  0.15  1.18572  1.2064  1.1  1.3
4.36  0.0753073  0.0990266  0.05  0.15  1.18773  1.20657  1.1  1.3
4.37  0.075631  0.0988241  0.05  0.15  1.18971  1.20668  1.1  1.3
4.38  0.0758981  0.0986504  0.05  0.15  1.19164  1.20672  1.1  1.3
4.39  0.0761096  0.0985061  0.05  0.15  1.19353  1.2067  1.1  1.3
4.4  0.0762663  0.0983913  0.05  0.15  1.1954  1.20662  1.1  1.3
4.41  0.0763689  0.0983059  0.05  0.15  1.19723  1.2065  1.1  1.3
4.42  0.0764178  0.0982491  0.05  0.15  1.19905  1.20633  1.1  1.3
4.43  0.0764132  0.0982198  0.05  0.15  1.20085  1.20612  1.1  1.3
4.44  0.0763552  0.0982167  0.05  0.15  1.20264  1.20588  1.1  1.3
4.45  0.0762435  0.0982381  0.05  0.15  1.20442  1.2056  1.1  1.3
4.46  0.0760778  0.0982821  0.05  0.15  1.20619  1.20529  1.1  1.3
4.47  0.0758575  0.0983465  0.05  0.15  1.20797  1.20496  1.1  1.3
4.48  0.075582  0.0984287  0.05  0.15  1.20976  1.20462  1.1  1.3
4.49  0.0752502  0.0985261  0.05  0.15  1.21157  1.20425  1.1  1.3
4.5  0.0748612  0.0986356  0.05  0.15  1.21339  1.20388  1.1  1.3
4.51  0.0744136  0.098754  0.05  0.15  1.21524  1.20351  1.1  1.3
4.52  0.0739061  0.0988775  0.05  0.15  1.21711  1.20313  1.1  1.3
4.53  0.073337  0.0990024  0.05  0.15  1.21903  1.20277  1.1  1.3
4.54  0.0727047  0.0991243  0.05  0.15  1.22098  1.20242  1.1  1.3
4.55  0.0720073  0.0992386  0.05  0.15  1.22298  1.20209  1.1  1.3
4.56  0.0712427  0.0993399  0.05  0.15  1.22503  1.20179  1.1  1.3
4.57  0.0704088  0.0994228  0.05  0.15  1.22714  1.20152  1.1  1.3
4.58  0.0695033  0.0994809  0.05  0.15  1.22931  1.20131  1.1  1.3
4.59  0.0685239  0.0995073  0.05  0.15  1.23156  1.20115  1.1  1.3
4.6  0.067468  0.0994943  0.05  0.15  1.23388  1.20105  1.1  1.3
4.61  0.0663332  0.0994336  0.05  0.15  1.23628  1.20104  1.1  1.3
4.62  0.0651167  0.0993156  0.05  0.15  1.23877  1.20112  1.1  1.3
4.63  0.0638159  0.0991298  0.05  0.15  1.24135  1.20131  1.1  1.3
4.64  0.062428  0.0988646  0.05  0.15  1.24403  1.20163  1.1  1.3
4.65  0.0609503  0.098507  0.05  0.15  1.24682  1.20209  1.1  1.3
4.66  0.05938  0.0980422  0.05  0.15  1.24971  1.20272  1.1  1.3
4.67  0.0577145  0.0974541  0.05  0.15  1.25273  1.20354  1.1  1.3
4.68  0.0559512  0.0967244  0.05  0.15  1.25586  1.20458  1.1  1.3
4.69  0.0540875  0.0958329  0.05  0.15  1.25912  1.20587  1.1  1.3
4.7  0.052121  0.0947568  0.05  0.15  1.26252  1.20744  1.1  1.3
4.71  0.0500498  0.0934705  0.05  0.15  1.26604  1.20933  1.1  1.3
4.72  0.0478719  0.0919459  0.05  0.15  1.26971  1.21158  1.1  1.3
4.73  0.0455858  0.0901509  0.05  0.15  1.27352  1.21425  1.1  1.3
4.74  0.0431904  0.0880502  0.05  0.15  1.27748  1.21737  1.1  1.3
4.75  0.0406851  0.085604  0.05  0.15  1.28158  1.22102  1.1  1.3
4.76  0.0380699  0.0827681  0.05  0.15  1.28583  1.22525  1.1  1.3
4.77  0.0353456  0.079493  0.05  0.15  1.29023  1.23015  1.1  1.3
4.78  0.0325136  0.0757234  0.05  0.15  1.29478  1.23579  1.1  1.3
4.79  0.0295766  0.0713977  -0.15  0.15  1.29947  1.24227  1.1  1.6
4.8  0.0265381  0.0664472  -0.15  0.15  1.3043  1.24968  1.1  1.6
4.81  0.0234031  0.0608008  -0.15  0.15  1.30926  1.25814  1.1  1.6
4.82  0.0201783  0.0544079  -0.15  0.15  1.31434  1.26771  1.1  1.6
4.83  0.0168716  0.0472575  -0.15  0.15  1.31954  1.27837  1.1  1.6
4.84  0.0134927  0.0393879  -0.15  0.15  1.32483  1.29003  1.1  1.6
4.85  0.0100531  0.0308849  -0.15  0.15  1.33021  1.30251  1.1  1.6
4.86  0.00656515  0.0218684  -0.15  0.15  1.33565  1.31559  1.1  1.6
4.87  0.00304268  0.0124704  -0.15  0.15  1.34113  1.32905  1.1  1.6
4.88  -0.00049984  0.00282458  -0.15  0.15  1.34664  1.3427  1.1  1.6
4.89  -0.00404744  -0.00693363  -0.15  0.15  1.35215  1.35633  1.1  1.6
4.9  -0.00758495  -0.0166664  -0.15  0.15  1.35765  1.36975  1.1  1.6
4.91  -0.0110973  -0.0262331  -0.15  0.15  1.36312  1.38278  1.1  1.6
4.92  -0.0145697  -0.0354892  -0.15  0.15  1.36854  1.39523  1.1  1.6
4.93  -0.0179883  -0.044289  -0.15  0.15  1.37388  1.40692  1.1  1.6
4.94  -0.0213403  -0.0524986  -0.15  0.15  1.37915  1.41767  1.1  1.6
4.95  -0.0246139  -0.0600137  -0.15  0.15  1.38432  1.42739  1.1  1.6
4.96  -0.0277992  -0.066773  -0.15  0.15  1.38938  1.43603  1.1  1.6
4.97  -0.0308877  -0.0727629  -0.15  0.15  1.39432  1.44366  1.1  1.6
4.98  -0.0338726  -0.0780109  -0.15  0.15  1.39914  1.45037  1.1  1.6
4.99  -0.0367487  -0.0825705  -0.15  -0.05  1.40384  1.45629  1.4  1.6
